FileName,FullPath,FileSize,CreationTime,LastWriteTime
config,C:\C@d3\ScanFolder\.git\config,307,3/07/2020 13:58,3/07/2020 13:58
master,C:\C@d3\ScanFolder\.git\refs\remotes\origin\master,41,3/07/2020 13:58,3/07/2020 13:58
master,C:\C@d3\ScanFolder\.git\logs\refs\remotes\origin\master,152,3/07/2020 13:58,3/07/2020 13:58
remotes,C:\C@d3\ScanFolder\.git\refs\remotes,0,3/07/2020 13:58,3/07/2020 13:58
remotes,C:\C@d3\ScanFolder\.git\logs\refs\remotes,0,3/07/2020 13:58,3/07/2020 13:58
origin,C:\C@d3\ScanFolder\.git\refs\remotes\origin,0,3/07/2020 13:58,3/07/2020 13:58
origin,C:\C@d3\ScanFolder\.git\logs\refs\remotes\origin,0,3/07/2020 13:58,3/07/2020 13:58
COMMIT_EDITMSG,C:\C@d3\ScanFolder\.git\COMMIT_EDITMSG,43,3/07/2020 13:56,3/07/2020 13:56
index,C:\C@d3\ScanFolder\.git\index,2758,3/07/2020 13:56,3/07/2020 13:56
HEAD,C:\C@d3\ScanFolder\.git\logs\HEAD,198,3/07/2020 13:56,3/07/2020 13:56
960225a101aea204f0dbe311eaf97e2ae3cab6,C:\C@d3\ScanFolder\.git\objects\0b\960225a101aea204f0dbe311eaf97e2ae3cab6,111,3/07/2020 13:56,3/07/2020 13:56
6978d6ef24cc2c4f7b27ebe4e160c3fbab6a75,C:\C@d3\ScanFolder\.git\objects\2b\6978d6ef24cc2c4f7b27ebe4e160c3fbab6a75,238,3/07/2020 13:56,3/07/2020 13:56
431c29f421c31ee2004d13c5051f05c3a60a1a,C:\C@d3\ScanFolder\.git\objects\32\431c29f421c31ee2004d13c5051f05c3a60a1a,191,3/07/2020 13:56,3/07/2020 13:56
6fe922d377719adcba103ac89fa3bd02707e72,C:\C@d3\ScanFolder\.git\objects\70\6fe922d377719adcba103ac89fa3bd02707e72,57,3/07/2020 13:56,3/07/2020 13:56
e3fa86a351fe3ad002279f913ba3fc57c80b03,C:\C@d3\ScanFolder\.git\objects\a5\e3fa86a351fe3ad002279f913ba3fc57c80b03,48,3/07/2020 13:56,3/07/2020 13:56
74b574c051aa0f957ff6e45dfc84135b0db358,C:\C@d3\ScanFolder\.git\objects\a9\74b574c051aa0f957ff6e45dfc84135b0db358,150,3/07/2020 13:56,3/07/2020 13:56
e4171e52ad6913efe22ffcdf4087125feb5f22,C:\C@d3\ScanFolder\.git\objects\af\e4171e52ad6913efe22ffcdf4087125feb5f22,111,3/07/2020 13:56,3/07/2020 13:56
a750928b38e587d980e37cb5a47facf0983366,C:\C@d3\ScanFolder\.git\objects\c4\a750928b38e587d980e37cb5a47facf0983366,156,3/07/2020 13:56,3/07/2020 13:56
e06c9fee0023811ee1b29f6baf80936f930a1b,C:\C@d3\ScanFolder\.git\objects\c4\e06c9fee0023811ee1b29f6baf80936f930a1b,111,3/07/2020 13:56,3/07/2020 13:56
9f8b40cd549cb277cfe55642371613df2cbe36,C:\C@d3\ScanFolder\.git\objects\c9\9f8b40cd549cb277cfe55642371613df2cbe36,46,3/07/2020 13:56,3/07/2020 13:56
67402482209e054ae57ba06788e5422afed724,C:\C@d3\ScanFolder\.git\objects\d2\67402482209e054ae57ba06788e5422afed724,111,3/07/2020 13:56,3/07/2020 13:56
eb44a05896991ab2b95786311fa29874f4f3e6,C:\C@d3\ScanFolder\.git\objects\db\eb44a05896991ab2b95786311fa29874f4f3e6,111,3/07/2020 13:56,3/07/2020 13:56
master,C:\C@d3\ScanFolder\.git\refs\heads\master,41,3/07/2020 13:56,3/07/2020 13:56
master,C:\C@d3\ScanFolder\.git\logs\refs\heads\master,198,3/07/2020 13:56,3/07/2020 13:56
logs,C:\C@d3\ScanFolder\.git\logs,0,3/07/2020 13:56,3/07/2020 13:56
refs,C:\C@d3\ScanFolder\.git\logs\refs,0,3/07/2020 13:56,3/07/2020 13:58
2b,C:\C@d3\ScanFolder\.git\objects\2b,0,3/07/2020 13:56,3/07/2020 13:56
32,C:\C@d3\ScanFolder\.git\objects\32,0,3/07/2020 13:56,3/07/2020 13:56
70,C:\C@d3\ScanFolder\.git\objects\70,0,3/07/2020 13:56,3/07/2020 13:56
a5,C:\C@d3\ScanFolder\.git\objects\a5,0,3/07/2020 13:56,3/07/2020 13:56
a9,C:\C@d3\ScanFolder\.git\objects\a9,0,3/07/2020 13:56,3/07/2020 13:56
af,C:\C@d3\ScanFolder\.git\objects\af,0,3/07/2020 13:56,3/07/2020 13:56
c4,C:\C@d3\ScanFolder\.git\objects\c4,0,3/07/2020 13:56,3/07/2020 13:56
c9,C:\C@d3\ScanFolder\.git\objects\c9,0,3/07/2020 13:56,3/07/2020 13:56
d2,C:\C@d3\ScanFolder\.git\objects\d2,0,3/07/2020 13:56,3/07/2020 13:56
db,C:\C@d3\ScanFolder\.git\objects\db,0,3/07/2020 13:56,3/07/2020 13:56
heads,C:\C@d3\ScanFolder\.git\logs\refs\heads,0,3/07/2020 13:56,3/07/2020 13:56
253947ec9e5d00d0ef341449d1f79ee26f0272,C:\C@d3\ScanFolder\.git\objects\0f\253947ec9e5d00d0ef341449d1f79ee26f0272,1303,3/07/2020 13:55,3/07/2020 13:55
2444058dbfc2ba01ddbf5cf2b47f0279a9e6e9,C:\C@d3\ScanFolder\.git\objects\1c\2444058dbfc2ba01ddbf5cf2b47f0279a9e6e9,10033,3/07/2020 13:55,3/07/2020 13:55
97c0a192423b9f6479d801db2f13af3eae1664,C:\C@d3\ScanFolder\.git\objects\24\97c0a192423b9f6479d801db2f13af3eae1664,1484,3/07/2020 13:55,3/07/2020 13:55
7ac3c2aa3431b113aaece2355be96140227877,C:\C@d3\ScanFolder\.git\objects\2f\7ac3c2aa3431b113aaece2355be96140227877,581,3/07/2020 13:55,3/07/2020 13:55
c1d9cf3d85d894a45d6b7c3e37ea148a81cb8d,C:\C@d3\ScanFolder\.git\objects\33\c1d9cf3d85d894a45d6b7c3e37ea148a81cb8d,149043,3/07/2020 13:55,3/07/2020 13:55
26ad8656d3993ae292397411e48fa7d14cb584,C:\C@d3\ScanFolder\.git\objects\ca\26ad8656d3993ae292397411e48fa7d14cb584,796,3/07/2020 13:55,3/07/2020 13:55
9de29bb2d1d6434b8b29ae775ad8c2e48c5391,C:\C@d3\ScanFolder\.git\objects\e6\9de29bb2d1d6434b8b29ae775ad8c2e48c5391,15,3/07/2020 13:55,3/07/2020 13:55
cf92be029e4667ec66b8a0432ecb36950e3a1b,C:\C@d3\ScanFolder\.git\objects\ef\cf92be029e4667ec66b8a0432ecb36950e3a1b,250011,3/07/2020 13:55,3/07/2020 13:55
a4bd4819eb6c8633450c84756c5154a015f40e,C:\C@d3\ScanFolder\.git\objects\f6\a4bd4819eb6c8633450c84756c5154a015f40e,250014,3/07/2020 13:55,3/07/2020 13:55
0f,C:\C@d3\ScanFolder\.git\objects\0f,0,3/07/2020 13:55,3/07/2020 13:55
1c,C:\C@d3\ScanFolder\.git\objects\1c,0,3/07/2020 13:55,3/07/2020 13:55
24,C:\C@d3\ScanFolder\.git\objects\24,0,3/07/2020 13:55,3/07/2020 13:55
2f,C:\C@d3\ScanFolder\.git\objects\2f,0,3/07/2020 13:55,3/07/2020 13:55
33,C:\C@d3\ScanFolder\.git\objects\33,0,3/07/2020 13:55,3/07/2020 13:55
ca,C:\C@d3\ScanFolder\.git\objects\ca,0,3/07/2020 13:55,3/07/2020 13:55
e6,C:\C@d3\ScanFolder\.git\objects\e6,0,3/07/2020 13:55,3/07/2020 13:55
ef,C:\C@d3\ScanFolder\.git\objects\ef,0,3/07/2020 13:55,3/07/2020 13:55
f6,C:\C@d3\ScanFolder\.git\objects\f6,0,3/07/2020 13:55,3/07/2020 13:55
0ab681bee27311cd94b0b189c65b643c7777ef,C:\C@d3\ScanFolder\.git\objects\0b\0ab681bee27311cd94b0b189c65b643c7777ef,249933,3/07/2020 13:55,3/07/2020 13:55
1ab4016b90cd2593de8165fbd3101a0d66838f,C:\C@d3\ScanFolder\.git\objects\18\1ab4016b90cd2593de8165fbd3101a0d66838f,229967,3/07/2020 13:55,3/07/2020 13:55
7c172392057bda76d3319c32179826a5bab53b,C:\C@d3\ScanFolder\.git\objects\1b\7c172392057bda76d3319c32179826a5bab53b,148584,3/07/2020 13:55,3/07/2020 13:55
87c2ca14d055197b07956f527aa543c3212851,C:\C@d3\ScanFolder\.git\objects\29\87c2ca14d055197b07956f527aa543c3212851,229864,3/07/2020 13:55,3/07/2020 13:55
71e6e27c03a390ed55a3eee95134881cf974ce,C:\C@d3\ScanFolder\.git\objects\44\71e6e27c03a390ed55a3eee95134881cf974ce,2705553,3/07/2020 13:55,3/07/2020 13:55
db9273791846c94256733cff8db9927cc2d274,C:\C@d3\ScanFolder\.git\objects\47\db9273791846c94256733cff8db9927cc2d274,699,3/07/2020 13:55,3/07/2020 13:55
b46a2f0835da13a7b9be174a265be5806c460e,C:\C@d3\ScanFolder\.git\objects\58\b46a2f0835da13a7b9be174a265be5806c460e,250027,3/07/2020 13:55,3/07/2020 13:55
3fd9a238cbcc7d6102ca68b53193d3f27829f0,C:\C@d3\ScanFolder\.git\objects\7f\3fd9a238cbcc7d6102ca68b53193d3f27829f0,250026,3/07/2020 13:55,3/07/2020 13:55
4c3507bdc4b1185b8565131fa0586fb068dc33,C:\C@d3\ScanFolder\.git\objects\95\4c3507bdc4b1185b8565131fa0586fb068dc33,10329,3/07/2020 13:55,3/07/2020 13:55
a64dc133c5828a3c4ac70d6b58b220c4024cf3,C:\C@d3\ScanFolder\.git\objects\a3\a64dc133c5828a3c4ac70d6b58b220c4024cf3,149004,3/07/2020 13:55,3/07/2020 13:55
21cfa152479a468e1ec2991f41d96c2446b312,C:\C@d3\ScanFolder\.git\objects\b1\21cfa152479a468e1ec2991f41d96c2446b312,149047,3/07/2020 13:55,3/07/2020 13:55
53c79eca0013dce26688b944f6ddf63f6f74ba,C:\C@d3\ScanFolder\.git\objects\e0\53c79eca0013dce26688b944f6ddf63f6f74ba,148305,3/07/2020 13:55,3/07/2020 13:55
0b,C:\C@d3\ScanFolder\.git\objects\0b,0,3/07/2020 13:55,3/07/2020 13:56
18,C:\C@d3\ScanFolder\.git\objects\18,0,3/07/2020 13:55,3/07/2020 13:55
1b,C:\C@d3\ScanFolder\.git\objects\1b,0,3/07/2020 13:55,3/07/2020 13:55
29,C:\C@d3\ScanFolder\.git\objects\29,0,3/07/2020 13:55,3/07/2020 13:55
44,C:\C@d3\ScanFolder\.git\objects\44,0,3/07/2020 13:55,3/07/2020 13:55
47,C:\C@d3\ScanFolder\.git\objects\47,0,3/07/2020 13:55,3/07/2020 13:55
58,C:\C@d3\ScanFolder\.git\objects\58,0,3/07/2020 13:55,3/07/2020 13:55
7f,C:\C@d3\ScanFolder\.git\objects\7f,0,3/07/2020 13:55,3/07/2020 13:55
95,C:\C@d3\ScanFolder\.git\objects\95,0,3/07/2020 13:55,3/07/2020 13:55
a3,C:\C@d3\ScanFolder\.git\objects\a3,0,3/07/2020 13:55,3/07/2020 13:55
b1,C:\C@d3\ScanFolder\.git\objects\b1,0,3/07/2020 13:55,3/07/2020 13:55
e0,C:\C@d3\ScanFolder\.git\objects\e0,0,3/07/2020 13:55,3/07/2020 13:55
description,C:\C@d3\ScanFolder\.git\description,73,3/07/2020 13:55,3/07/2020 13:55
HEAD,C:\C@d3\ScanFolder\.git\HEAD,23,3/07/2020 13:55,3/07/2020 13:55
applypatch-msg.sample,C:\C@d3\ScanFolder\.git\hooks\applypatch-msg.sample,478,3/07/2020 13:55,3/07/2020 13:55
commit-msg.sample,C:\C@d3\ScanFolder\.git\hooks\commit-msg.sample,896,3/07/2020 13:55,3/07/2020 13:55
fsmonitor-watchman.sample,C:\C@d3\ScanFolder\.git\hooks\fsmonitor-watchman.sample,4655,3/07/2020 13:55,3/07/2020 13:55
post-update.sample,C:\C@d3\ScanFolder\.git\hooks\post-update.sample,189,3/07/2020 13:55,3/07/2020 13:55
pre-applypatch.sample,C:\C@d3\ScanFolder\.git\hooks\pre-applypatch.sample,424,3/07/2020 13:55,3/07/2020 13:55
pre-commit.sample,C:\C@d3\ScanFolder\.git\hooks\pre-commit.sample,1643,3/07/2020 13:55,3/07/2020 13:55
pre-merge-commit.sample,C:\C@d3\ScanFolder\.git\hooks\pre-merge-commit.sample,416,3/07/2020 13:55,3/07/2020 13:55
pre-push.sample,C:\C@d3\ScanFolder\.git\hooks\pre-push.sample,1348,3/07/2020 13:55,3/07/2020 13:55
pre-rebase.sample,C:\C@d3\ScanFolder\.git\hooks\pre-rebase.sample,4898,3/07/2020 13:55,3/07/2020 13:55
pre-receive.sample,C:\C@d3\ScanFolder\.git\hooks\pre-receive.sample,544,3/07/2020 13:55,3/07/2020 13:55
prepare-commit-msg.sample,C:\C@d3\ScanFolder\.git\hooks\prepare-commit-msg.sample,1492,3/07/2020 13:55,3/07/2020 13:55
update.sample,C:\C@d3\ScanFolder\.git\hooks\update.sample,3635,3/07/2020 13:55,3/07/2020 13:55
exclude,C:\C@d3\ScanFolder\.git\info\exclude,240,3/07/2020 13:55,3/07/2020 13:55
.git,C:\C@d3\ScanFolder\.git,0,3/07/2020 13:55,3/07/2020 13:58
hooks,C:\C@d3\ScanFolder\.git\hooks,0,3/07/2020 13:55,3/07/2020 13:55
info,C:\C@d3\ScanFolder\.git\info,0,3/07/2020 13:55,3/07/2020 13:55
objects,C:\C@d3\ScanFolder\.git\objects,0,3/07/2020 13:55,3/07/2020 13:56
refs,C:\C@d3\ScanFolder\.git\refs,0,3/07/2020 13:55,3/07/2020 13:58
info,C:\C@d3\ScanFolder\.git\objects\info,0,3/07/2020 13:55,3/07/2020 13:55
pack,C:\C@d3\ScanFolder\.git\objects\pack,0,3/07/2020 13:55,3/07/2020 13:55
heads,C:\C@d3\ScanFolder\.git\refs\heads,0,3/07/2020 13:55,3/07/2020 13:56
tags,C:\C@d3\ScanFolder\.git\refs\tags,0,3/07/2020 13:55,3/07/2020 13:55
output.csv,C:\C@d3\ScanFolder\output.csv,0,3/07/2020 13:54,3/07/2020 14:14
release.ps1,C:\C@d3\ScanFolder\release.ps1,1119,3/07/2020 12:11,3/07/2020 14:13
testfile.txt,C:\C@d3\ScanFolder\TestFolder\Ch1\SubCh1\testfile.txt,0,3/07/2020 11:33,3/07/2020 11:33
Net452,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net452,0,3/07/2020 10:28,3/07/2020 10:28
AlphaFS.2.2.6.0,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0,0,3/07/2020 10:28,3/07/2020 10:28
Lib,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib,0,3/07/2020 10:28,3/07/2020 10:28
Net35,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net35,0,3/07/2020 10:28,3/07/2020 10:28
Net40,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net40,0,3/07/2020 10:28,3/07/2020 10:28
Net45,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net45,0,3/07/2020 10:28,3/07/2020 10:28
Net451,C:\C@d3\ScanFolder\AlphaFS.2.2.6.0\Lib\Net451,0,3/07/2020 10:28,3/07/2020 10:28
SubCh1,C:\C@d3\ScanFolder\TestFolder\Ch1\SubCh1,0,3/07/2020 10:22,3/07/2020 11:33
Ch2,C:\C@d3\ScanFolder\TestFolder\Ch2,0,3/07/2020 10:22,3/07/2020 10:22
Ch1,C:\C@d3\ScanFolder\TestFolder\Ch1,0,3/07/2020 10:22,3/07/2020 10:23
TestFolder,C:\C@d3\ScanFolder\TestFolder,0,3/07/2020 10:22,3/07/2020 10:22
ScanJob.ps1,C:\C@d3\ScanFolder\ScanJob.ps1,1657,3/07/2020 10:17,3/07/2020 12:43
ScanFolder,C:\C@d3\ScanFolder,0,3/07/2020 10:15,3/07/2020 14:10
Get-AlphaFSChildItem.ps1,C:\C@d3\ScanFolder\Get-AlphaFSChildItem.ps1,3605,3/07/2020 10:12,3/07/2020 12:07
VSWorkspaceState.json,C:\C@d3\HeadStart\API\SyncAPI\.vs\VSWorkspaceState.json,167,3/07/2020 10:02,3/07/2020 10:02
SyncAPI.sln,C:\C@d3\HeadStart\API\SyncAPI\SyncAPI.sln,1119,3/07/2020 10:02,3/07/2020 10:02
.suo,C:\C@d3\HeadStart\API\SyncAPI\.vs\SyncAPI\v16\.suo,19456,3/07/2020 10:02,3/07/2020 10:02
".NETCoreApp,Version=v3.1.AssemblyAttributes.cs","C:\C@d3\HeadStart\API\SyncAPI\obj\Release\netcoreapp3.1\.NETCoreApp,Version=v3.1.AssemblyAttributes.cs",190,3/07/2020 10:01,3/07/2020 10:01
SyncAPI.AssemblyInfo.cs,C:\C@d3\HeadStart\API\SyncAPI\obj\Release\netcoreapp3.1\SyncAPI.AssemblyInfo.cs,996,3/07/2020 10:01,3/07/2020 10:01
SyncAPI.AssemblyInfoInputs.cache,C:\C@d3\HeadStart\API\SyncAPI\obj\Release\netcoreapp3.1\SyncAPI.AssemblyInfoInputs.cache,42,3/07/2020 10:01,3/07/2020 10:01
SyncAPI.assets.cache,C:\C@d3\HeadStart\API\SyncAPI\obj\Release\netcoreapp3.1\SyncAPI.assets.cache,33735,3/07/2020 10:01,3/07/2020 10:01
Release,C:\C@d3\HeadStart\API\SyncAPI\bin\Release,0,3/07/2020 10:01,3/07/2020 10:01
Release,C:\C@d3\HeadStart\API\SyncAPI\obj\Release,0,3/07/2020 10:01,3/07/2020 10:01
netcoreapp3.1,C:\C@d3\HeadStart\API\SyncAPI\bin\Release\netcoreapp3.1,0,3/07/2020 10:01,3/07/2020 10:01
netcoreapp3.1,C:\C@d3\HeadStart\API\SyncAPI\obj\Release\netcoreapp3.1,0,3/07/2020 10:01,3/07/2020 10:01
slnx.sqlite,C:\C@d3\HeadStart\API\SyncAPI\.vs\slnx.sqlite,212992,3/07/2020 10:01,3/07/2020 10:02
applicationhost.config,C:\C@d3\HeadStart\API\SyncAPI\.vs\SyncAPI\config\applicationhost.config,80758,3/07/2020 9:45,3/07/2020 9:45
config,C:\C@d3\HeadStart\API\SyncAPI\.vs\SyncAPI\config,0,3/07/2020 9:45,3/07/2020 9:45
SyncAPI.exe,C:\C@d3\HeadStart\API\SyncAPI\obj\Debug\netcoreapp3.1\SyncAPI.exe,174592,3/07/2020 9:45,3/07/2020 9:45
Views,C:\C@d3\HeadStart\API\SyncAPI\Views,0,3/07/2020 9:44,3/07/2020 9:44
.vs,C:\C@d3\HeadStart\API\SyncAPI\.vs,0,3/07/2020 9:43,3/07/2020 10:02
SyncAPI,C:\C@d3\HeadStart\API\SyncAPI\.vs\SyncAPI,0,3/07/2020 9:43,3/07/2020 9:45
v16,C:\C@d3\HeadStart\API\SyncAPI\.vs\SyncAPI\v16,0,3/07/2020 9:43,3/07/2020 10:02
master,C:\C@d3\Fields Client Site Creation\.git\refs\remotes\origin\master,41,2/07/2020 14:55,2/07/2020 14:55
index,C:\C@d3\Fields Client Site Creation\.git\index,561,2/07/2020 14:55,2/07/2020 14:55
b0b9c73a8e3888e7396345993dbdbe42844375,C:\C@d3\Fields Client Site Creation\.git\objects\1b\b0b9c73a8e3888e7396345993dbdbe42844375,250,2/07/2020 14:55,2/07/2020 14:55
7c4157d2b279e5dbf0d72238a462169972ad07,C:\C@d3\Fields Client Site Creation\.git\objects\8e\7c4157d2b279e5dbf0d72238a462169972ad07,192,2/07/2020 14:55,2/07/2020 14:55
master,C:\C@d3\Fields Client Site Creation\.git\refs\heads\master,41,2/07/2020 14:55,2/07/2020 14:55
1b,C:\C@d3\Fields Client Site Creation\.git\objects\1b,0,2/07/2020 14:55,2/07/2020 14:55
8e,C:\C@d3\Fields Client Site Creation\.git\objects\8e,0,2/07/2020 14:55,2/07/2020 14:55
9a7415f0e23399b83e2bd2ea707bd3f40d0be3,C:\C@d3\Fields Client Site Creation\.git\objects\0b\9a7415f0e23399b83e2bd2ea707bd3f40d0be3,2441,2/07/2020 14:54,2/07/2020 14:54
d124f1c76a75ceb0f607792b9a18637c094682,C:\C@d3\Fields Client Site Creation\.git\objects\40\d124f1c76a75ceb0f607792b9a18637c094682,1299,2/07/2020 14:54,2/07/2020 14:54
38c52f42758d0ab19171db71216d0b83e78592,C:\C@d3\Fields Client Site Creation\.git\objects\50\38c52f42758d0ab19171db71216d0b83e78592,795,2/07/2020 14:54,2/07/2020 14:54
0b,C:\C@d3\Fields Client Site Creation\.git\objects\0b,0,2/07/2020 14:54,2/07/2020 14:54
40,C:\C@d3\Fields Client Site Creation\.git\objects\40,0,2/07/2020 14:54,2/07/2020 14:54
50,C:\C@d3\Fields Client Site Creation\.git\objects\50,0,2/07/2020 14:54,2/07/2020 14:54
remove.ps1,C:\C@d3\Fields Client Site Creation\remove.ps1,3074,2/07/2020 11:41,2/07/2020 11:50
master,C:\C@d3\Fields Client Site Creation\.git\logs\refs\remotes\origin\master,304,2/07/2020 9:59,2/07/2020 14:55
remotes,C:\C@d3\Fields Client Site Creation\.git\refs\remotes,0,2/07/2020 9:59,2/07/2020 9:59
remotes,C:\C@d3\Fields Client Site Creation\.git\logs\refs\remotes,0,2/07/2020 9:59,2/07/2020 9:59
origin,C:\C@d3\Fields Client Site Creation\.git\refs\remotes\origin,0,2/07/2020 9:59,2/07/2020 14:55
origin,C:\C@d3\Fields Client Site Creation\.git\logs\refs\remotes\origin,0,2/07/2020 9:59,2/07/2020 9:59
config,C:\C@d3\Fields Client Site Creation\.git\config,314,2/07/2020 9:59,2/07/2020 9:59
COMMIT_EDITMSG,C:\C@d3\Fields Client Site Creation\.git\COMMIT_EDITMSG,49,2/07/2020 9:56,2/07/2020 14:55
HEAD,C:\C@d3\Fields Client Site Creation\.git\logs\HEAD,377,2/07/2020 9:56,2/07/2020 14:55
ad9646d1aefeec20a837708caa8c4b28fd8313,C:\C@d3\Fields Client Site Creation\.git\objects\01\ad9646d1aefeec20a837708caa8c4b28fd8313,146,2/07/2020 9:56,2/07/2020 9:56
2cb22f21d5cac16fd622703ec21255e1ba6264,C:\C@d3\Fields Client Site Creation\.git\objects\43\2cb22f21d5cac16fd622703ec21255e1ba6264,220,2/07/2020 9:56,2/07/2020 9:56
master,C:\C@d3\Fields Client Site Creation\.git\logs\refs\heads\master,377,2/07/2020 9:56,2/07/2020 14:55
logs,C:\C@d3\Fields Client Site Creation\.git\logs,0,2/07/2020 9:56,2/07/2020 9:56
refs,C:\C@d3\Fields Client Site Creation\.git\logs\refs,0,2/07/2020 9:56,2/07/2020 9:59
01,C:\C@d3\Fields Client Site Creation\.git\objects\01,0,2/07/2020 9:56,2/07/2020 9:56
43,C:\C@d3\Fields Client Site Creation\.git\objects\43,0,2/07/2020 9:56,2/07/2020 9:56
heads,C:\C@d3\Fields Client Site Creation\.git\logs\refs\heads,0,2/07/2020 9:56,2/07/2020 9:56
c60e580f68dca74dd1250ec76f3d0a4c0210d0,C:\C@d3\Fields Client Site Creation\.git\objects\47\c60e580f68dca74dd1250ec76f3d0a4c0210d0,356,2/07/2020 9:52,2/07/2020 9:52
7f14be5a777b5552d3acf1f5356be404f32e9f,C:\C@d3\Fields Client Site Creation\.git\objects\53\7f14be5a777b5552d3acf1f5356be404f32e9f,11648,2/07/2020 9:52,2/07/2020 14:54
461a7fc0b71a8771cf178588292c62156633b5,C:\C@d3\Fields Client Site Creation\.git\objects\b4\461a7fc0b71a8771cf178588292c62156633b5,635,2/07/2020 9:52,2/07/2020 9:52
c5776301cd9797f2be9605e26407c7953b2715,C:\C@d3\Fields Client Site Creation\.git\objects\c3\c5776301cd9797f2be9605e26407c7953b2715,81,2/07/2020 9:52,2/07/2020 9:52
d471d61903ee7fe0b9b6f929811a4e158d8b9d,C:\C@d3\Fields Client Site Creation\.git\objects\f3\d471d61903ee7fe0b9b6f929811a4e158d8b9d,2077,2/07/2020 9:52,2/07/2020 9:52
47,C:\C@d3\Fields Client Site Creation\.git\objects\47,0,2/07/2020 9:52,2/07/2020 9:52
53,C:\C@d3\Fields Client Site Creation\.git\objects\53,0,2/07/2020 9:52,2/07/2020 9:52
b4,C:\C@d3\Fields Client Site Creation\.git\objects\b4,0,2/07/2020 9:52,2/07/2020 9:52
c3,C:\C@d3\Fields Client Site Creation\.git\objects\c3,0,2/07/2020 9:52,2/07/2020 9:52
f3,C:\C@d3\Fields Client Site Creation\.git\objects\f3,0,2/07/2020 9:52,2/07/2020 9:52
description,C:\C@d3\Fields Client Site Creation\.git\description,73,2/07/2020 9:52,2/07/2020 9:52
HEAD,C:\C@d3\Fields Client Site Creation\.git\HEAD,23,2/07/2020 9:52,2/07/2020 9:52
applypatch-msg.sample,C:\C@d3\Fields Client Site Creation\.git\hooks\applypatch-msg.sample,478,2/07/2020 9:52,2/07/2020 9:52
commit-msg.sample,C:\C@d3\Fields Client Site Creation\.git\hooks\commit-msg.sample,896,2/07/2020 9:52,2/07/2020 9:52
fsmonitor-watchman.sample,C:\C@d3\Fields Client Site Creation\.git\hooks\fsmonitor-watchman.sample,4655,2/07/2020 9:52,2/07/2020 9:52
post-update.sample,C:\C@d3\Fields Client Site Creation\.git\hooks\post-update.sample,189,2/07/2020 9:52,2/07/2020 9:52
pre-applypatch.sample,C:\C@d3\Fields Client Site Creation\.git\hooks\pre-applypatch.sample,424,2/07/2020 9:52,2/07/2020 9:52
pre-commit.sample,C:\C@d3\Fields Client Site Creation\.git\hooks\pre-commit.sample,1643,2/07/2020 9:52,2/07/2020 9:52
pre-merge-commit.sample,C:\C@d3\Fields Client Site Creation\.git\hooks\pre-merge-commit.sample,416,2/07/2020 9:52,2/07/2020 9:52
pre-push.sample,C:\C@d3\Fields Client Site Creation\.git\hooks\pre-push.sample,1348,2/07/2020 9:52,2/07/2020 9:52
pre-rebase.sample,C:\C@d3\Fields Client Site Creation\.git\hooks\pre-rebase.sample,4898,2/07/2020 9:52,2/07/2020 9:52
pre-receive.sample,C:\C@d3\Fields Client Site Creation\.git\hooks\pre-receive.sample,544,2/07/2020 9:52,2/07/2020 9:52
prepare-commit-msg.sample,C:\C@d3\Fields Client Site Creation\.git\hooks\prepare-commit-msg.sample,1492,2/07/2020 9:52,2/07/2020 9:52
update.sample,C:\C@d3\Fields Client Site Creation\.git\hooks\update.sample,3635,2/07/2020 9:52,2/07/2020 9:52
exclude,C:\C@d3\Fields Client Site Creation\.git\info\exclude,240,2/07/2020 9:52,2/07/2020 9:52
.git,C:\C@d3\Fields Client Site Creation\.git,0,2/07/2020 9:52,2/07/2020 14:55
hooks,C:\C@d3\Fields Client Site Creation\.git\hooks,0,2/07/2020 9:52,2/07/2020 9:52
info,C:\C@d3\Fields Client Site Creation\.git\info,0,2/07/2020 9:52,2/07/2020 9:52
objects,C:\C@d3\Fields Client Site Creation\.git\objects,0,2/07/2020 9:52,2/07/2020 14:55
refs,C:\C@d3\Fields Client Site Creation\.git\refs,0,2/07/2020 9:52,2/07/2020 9:59
info,C:\C@d3\Fields Client Site Creation\.git\objects\info,0,2/07/2020 9:52,2/07/2020 9:52
pack,C:\C@d3\Fields Client Site Creation\.git\objects\pack,0,2/07/2020 9:52,2/07/2020 9:52
heads,C:\C@d3\Fields Client Site Creation\.git\refs\heads,0,2/07/2020 9:52,2/07/2020 14:55
tags,C:\C@d3\Fields Client Site Creation\.git\refs\tags,0,2/07/2020 9:52,2/07/2020 9:52
Trigger_Script.ps1,C:\C@d3\Fields Client Site Creation\Trigger_Script.ps1,500,1/07/2020 16:23,2/07/2020 9:50
testParams.json,C:\C@d3\Fields Client Site Creation\testParams.json,96,1/07/2020 16:17,1/07/2020 16:19
README.md,C:\C@d3\Fields Client Site Creation\README.md,1337,1/07/2020 14:03,2/07/2020 14:09
